,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ScreenType,Resolution,TouchScreen,Cpu_Frequency,MemoryType,MemorySize
1253,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1072.0,IPS Panel,1920x1080,0,2.3,SSD,256
1254,Dell,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,443.99,,1366x768,0,1.6,HDD,500
1255,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,339.0,,1366x768,0,1.1,HDD,1000
1256,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1900.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
1257,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,490.0,,1366x768,0,2.0,HDD,500
1258,Lenovo,Notebook,15.6,Intel Core i7,8,AMD,Windows 7,Medium,895.0,,1920x1080,0,2.5,Hybrid,1000
1259,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1229.0,,1920x1080,0,2.6,SSD and HDD,1128
1260,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,4,Intel,Windows 10,Light,833.01,,1920x1080,1,2.3,SSD,128
1261,Asus,Ultrabook,13.3,Other Intel,8,Intel,Windows 10,Medium,729.0,IPS Panel,1920x1080,0,0.9,SSD,512
1262,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,Light,459.0,,1366x768,0,2.4,HDD,1000
1263,Acer,Notebook,15.6,Other Intel,4,Intel,Linux,Light,289.0,,1366x768,0,1.6,HDD,500
1264,Dell,Notebook,15.6,Other Intel,2,Intel,Windows 10,Light,379.0,,1366x768,0,1.6,HDD,500
1265,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,899.0,IPS Panel,1920x1080,0,2.6,HDD,1000
1266,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,549.99,,1920x1080,0,2.9,Hybrid,1000
1267,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,Medium,805.99,,1366x768,0,2.7,HDD,1000
1268,HP,Netbook,11.6,Other Intel,2,Intel,Windows 10,Light,209.0,,1366x768,0,1.6,Flash Storage,32
1269,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,Light,720.32,,1366x768,0,2.5,HDD,500
1270,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,Light,638.0,IPS Panel,1920x1080,1,2.5,SSD,128
1271,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1499.0,IPS Panel,3200x1800,1,2.5,SSD,512
1272,Lenovo,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,229.0,,1366x768,0,1.6,Flash Storage,64
1273,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,Light,764.0,,1366x768,0,2.5,HDD,1000
1274,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,369.0,,1366x768,0,1.6,HDD,500
1275,Asus,Ultrabook,13.3,Other Intel,8,Intel,Windows 10,Medium,729.0,IPS Panel,1920x1080,0,0.9,SSD,512
1276,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,Light,459.0,,1366x768,0,2.4,HDD,1000
1277,Acer,Notebook,15.6,Other Intel,4,Intel,Linux,Light,289.0,,1366x768,0,1.6,HDD,500
1278,Dell,Notebook,15.6,Other Intel,2,Intel,Windows 10,Light,379.0,,1366x768,0,1.6,HDD,500
1279,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,899.0,IPS Panel,1920x1080,0,2.6,HDD,1000
1280,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,549.99,,1920x1080,0,2.9,Hybrid,1000
1281,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,Medium,805.99,,1366x768,0,2.7,HDD,1000
1282,HP,Netbook,11.6,Other Intel,2,Intel,Windows 10,Light,209.0,,1366x768,0,1.6,Flash Storage,32
1283,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,Light,720.32,,1366x768,0,2.5,HDD,500
1284,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,Light,638.0,IPS Panel,1920x1080,1,2.5,SSD,128
1285,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1499.0,IPS Panel,3200x1800,1,2.5,SSD,512
1286,Lenovo,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,229.0,,1366x768,0,1.6,Flash Storage,64
1287,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,Light,764.0,,1366x768,0,2.5,HDD,1000
1288,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,369.0,,1366x768,0,1.6,HDD,500
1289,Asus,Ultrabook,13.3,Other Intel,8,Intel,Windows 10,Medium,729.0,IPS Panel,1920x1080,0,0.9,SSD,512
1290,Dell,Notebook,15.6,Intel Core i3,6,Intel,Windows 10,Light,459.0,,1366x768,0,2.4,HDD,1000
1291,Acer,Notebook,15.6,Other Intel,4,Intel,Linux,Light,289.0,,1366x768,0,1.6,HDD,500
1292,Dell,Notebook,15.6,Other Intel,2,Intel,Windows 10,Light,379.0,,1366x768,0,1.6,HDD,500
1293,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,899.0,IPS Panel,1920x1080,0,2.6,HDD,1000
1294,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,549.99,,1920x1080,0,2.9,Hybrid,1000
1295,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,Medium,805.99,,1366x768,0,2.7,HDD,1000
1296,HP,Netbook,11.6,Other Intel,2,Intel,Windows 10,Light,209.0,,1366x768,0,1.6,Flash Storage,32
1297,Asus,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,Light,720.32,,1366x768,0,2.5,HDD,500
1298,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,Intel,Windows 10,Light,638.0,IPS Panel,1920x1080,1,2.5,SSD,128
1299,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1499.0,IPS Panel,3200x1800,1,2.5,SSD,512
1300,Lenovo,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,229.0,,1366x768,0,1.6,Flash Storage,64
1301,HP,Notebook,15.6,Intel Core i7,6,AMD,Windows 10,Light,764.0,,1366x768,0,2.5,HDD,1000
1302,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,369.0,,1366x768,0,1.6,HDD,500
